id,title,what,when_time,when_day,who,how_time,where,parent_id,image,detail
60,模擬講義「言葉が表す意味を数値化して人の五感・感性にアプローチ～『ふわふわ』『もふもふ』ってどんな風に違うの？～」,"模擬講義「言葉が表す意味を数値化して人の五感・感性にアプローチ～『ふわふわ』『もふもふ』ってどんな風に違うの？～」,総合情報学科,J科",11:45,27,坂本,1時間,西5号館109号室,54,,
61,模擬講義「プロ棋士に挑むコンピュータ囲碁！～サイコロを振ってプロに勝てるか？～」,"模擬講義「プロ棋士に挑むコンピュータ囲碁！～サイコロを振ってプロに勝てるか？～」,情報通信工学科,I科",13:45,27,伊藤,1時間,西5号館109号室,54,,
62,模擬講義「ものづくりを支える工作機械」,"模擬講義「ものづくりを支える工作機械」,知能機械工学科,M科",11:45,27,森重,1時間,西8号館131号室,54,,
63,模擬講義「記憶する分子」,"模擬講義「記憶する分子」,先進理工学科,S科",13:45,27,石田,1時間,西8号館131号室,54,,
64,個別相談会,"個別相談会,総合相談窓口",10:30,27,電気通信大学,5時間30分,東3号館1階ロビー,54,,
65,施設紹介,"施設紹介,附属図書館",10:30,27,電気通信大学,5時間30分,附属図書館,54,,
66,施設紹介,"施設紹介,UECコミュニケーションミュージアム",10:30,27,電気通信大学,5時間30分,UECコミュニケーションミュージアム,54,,
67,「UECパスポートプログラム」体験授業,"「UECパスポートプログラム」体験授業,説明および実験体験",11:45,27,電気通信大学,1時間,D棟103号室,54,,
68,情報システム研究科入試説明会,"情報システム研究科入試説明会,大学院入試説明会",10:30,27,電気通信大学,1時間,西10号館2階大会議室,54,,
69,電気通信大学の英語（入試から卒業まで）,"電気通信大学の英語（入試から卒業まで）,展示・説明・教員と学生による個別相談",11:00,27,電気通信大学,5時間,東9号館101号室,54,,
70,類別説明会（Ⅰ類）,"類別説明会,来年度の改組に伴う各類における説明,Ⅰ類,1類,情報系",12:20,27,電気通信大学,1時間,西9号館135号室,54,,
71,類別説明会（Ⅱ類）,"類別説明会,来年度の改組に伴う各類における説明,Ⅱ類,2類,融合系",13:25,27,電気通信大学,45分,西9号館135号室,54,,
72,類別説明会（Ⅲ類）,"類別説明会,来年度の改組に伴う各類における説明,Ⅲ類,3類,理工系",14:15,27,電気通信大学,45分,西9号館135号室,54,,
73,女性教員研究案内と女子学生による女子中学・高校生との懇親会,女性教員研究案内と女子学生による女子中学・高校生との懇親会,10:30,27,電気通信大学,4時間30分,西9号館,54,,
74,物理はおもしろい,"物理はおもしろい,女子大学生・女子大学院生による物理対策相談を、女子高校生の懇談会と同時開催",10:30,27,電気通信大学,4時間30分,西9号館,54,,
75,電子回路づくり体験授業「半導体（LED）を光らせる回路を作ろう[色の違いは？],"電子回路づくり体験授業「半導体（LED）を光らせる回路を作ろう[色の違いは？],「ものづくり教育活動」を楽しく体験できます",10:00,27,電気通信大学,1時間,東5号館241号室,54,,10:00～会場にて整理券配布（各回定員10名）
76,電子回路づくり体験授業「光信号を半導体センサでキャッチしよう[どこまで届く？]」,"電子回路づくり体験授業「光信号を半導体センサでキャッチしよう[どこまで届く？]」,「ものづくり教育活動」を楽しく体験できます",11:00,27,電気通信大学,1時間,東5号館241号室,54,,10:00～会場にて整理券配布（各回定員10名）
77,電子回路づくり体験授業「モールス信号発振器を作ろう[聞きやすい音程は？]」,"電子回路づくり体験授業「モールス信号発振器を作ろう[聞きやすい音程は？]」,「ものづくり教育活動」を楽しく体験できます",12:00,27,電気通信大学,1時間,東5号館241号室,54,,10:00～会場にて整理券配布（各回定員10名）
78,電子回路づくり体験授業「光モールス通信システムを実現しよう[通信できた？]」,"電子回路づくり体験授業「光モールス通信システムを実現しよう[通信できた？]」,「ものづくり教育活動」を楽しく体験できます",13:00,27,電気通信大学,1時間,東5号館241号室,54,,10:00～会場にて整理券配布（各回定員10名）
80,電通大ベンチャー陣の進学アドバイス,"電通大ベンチャー陣の進学アドバイス,電通大発ベンチャー経営者らによるショートレクチャー、意見交換、質疑応答など",15:00,27,電気通信大学,1時間30分,西11号館5階会議室,54,,みなさんに進学先に理系大学を選ぶメリットを伝えたい。電通大発ベンチャー経営者らによるショートレクチャー、意見交換、質疑応答等
81,電通大生が教える女子高校生のための優しいプログラミング教室,"電通大生が教える女子高校生のための優しいプログラミング教室,プログラミング体験",10:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
82,電通大生が教える女子高校生のための優しいプログラミング教室,"電通大生が教える女子高校生のための優しいプログラミング教室,プログラミング体験",11:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
83,電通大生が教える女子高校生のための優しいプログラミング教室,"電通大生が教える女子高校生のための優しいプログラミング教室,プログラミング体験",12:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
84,電通大生が教える女子高校生のための優しいプログラミング教室,"電通大生が教える女子高校生のための優しいプログラミング教室,プログラミング体験",13:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
85,電通大生が教える女子高校生のための優しいプログラミング教室,"電通大生が教える女子高校生のための優しいプログラミング教室,プログラミング体験",14:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
86,電通大生が教える女子高校生のための優しいプログラミング教室,"電通大生が教える女子高校生のための優しいプログラミング教室,プログラミング体験",15:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
87,電通大生が教える高校生のためのプログラミング教室,"電通大生が教える高校生のためのプログラミング教室,プログラミング体験",10:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
88,電通大生が教える高校生のためのプログラミング教室,"電通大生が教える高校生のためのプログラミング教室,プログラミング体験",11:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
89,電通大生が教える高校生のためのプログラミング教室,"電通大生が教える高校生のためのプログラミング教室,プログラミング体験",12:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
90,電通大生が教える高校生のためのプログラミング教室,"電通大生が教える高校生のためのプログラミング教室,プログラミング体験",13:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
91,電通大生が教える高校生のためのプログラミング教室,"電通大生が教える高校生のためのプログラミング教室,プログラミング体験",14:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
92,電通大生が教える高校生のためのプログラミング教室,"電通大生が教える高校生のためのプログラミング教室,プログラミング体験",15:00,27,電気通信大学,1時間,西11号館2階ピクトラボ,54,,
93,女性研究者による講演会（第7回女子大学院生向けセミナー）,"女性研究者による講演会（第7回女子大学院生向けセミナー）,大学における女性研究者支援",13:00,27,松尾亜紀子,2時間,東4号館802号室,54,,「圧縮性流体のコンピュータシミュレーション」【講演】松尾亜紀子氏（慶應義塾大学教授）
94,保護者のための就職ガイダンス,保護者のための就職ガイダンス,14:00,27,学習支援センター就職支援室,2時間,本館北側2階第一会議室,,./data/img/19_hogosya.png,在学生の保護者を対象に「保護者のための就職ガイダンス」を開催します。最近の就職状況や本学での就職支援の様子についてお話しますので、ぜひ、お越しください。14:00 就職支援室室長挨拶、14:15 本学の就職状況と就職支援、15:15 質疑応答、15:30 個別相談（希望の方のみ）
95,我楽苦多市,"我楽苦多市,フリーマーケット",10:00,"25,26,27",生協学生委員会,6時間,大学会館前,,./data/img/20_garakuta.png,衣類、バッグ類、台所用品などの商品を取り扱っております。
98,UECda-2015,"UECda-2015,UECコンピュータ大貧民大会,大富豪",12:00,26,UECda実行委員会,4時間,東3号館5階,,./data/img/21_uecda.png,飛び入り参加、見学も大歓迎です！
99,サイクリング部の自転車修理,サイクリング部の自転車修理,10:00,25,サイクリング部,6時間,西地区,,./data/img/22_cycle.png,ママチャリ、クロスバイク、マウンテンバイク、ロードバイク…etc　いろいろな自転車の修理、参ります。あなたの愛車、ちゃんと手入れしていますか？
100,第18回小中学生ロボコン練習走行会,"第18回小中学生ロボコン練習走行会,ロボット,展示会,パビリオン",12:00,26,電気通信大学知能機械工学科ロボメカ工房,5時間,東5号館,,./data/img/23_robo.png,自分だけのロボットを作り、ありとあらゆる障害を乗り越え、ミッションをクリアしよう!
101,第18回小中学生ロボコン本番,"第18回小中学生ロボコン本番,ロボット,展示会,パビリオン",12:00,27,電気通信大学知能機械工学科ロボメカ工房,6時間,東5号館,,./data/img/23_robo.png,自分だけのロボットを作り、ありとあらゆる障害を乗り越え、ミッションをクリアしよう!
102,第18回小中学生ロボコン展示会,"第18回小中学生ロボコン展示会,ロボット,パビリオン",10:00,25,電気通信大学知能機械工学科ロボメカ工房,7時間,"東5号館2階,3階",,./data/img/23_robo.png,普段見ることのできないロボットが数多く展示されています！　ロボットに興味がある人ぜひ見に来てください
103,第18回小中学生ロボコン展示会,"第18回小中学生ロボコン展示会,ロボット,パビリオン",10:00,26,電気通信大学知能機械工学科ロボメカ工房,7時間,"東5号館2階,3階",,./data/img/23_robo.png,普段見ることのできないロボットが数多く展示されています！　ロボットに興味がある人ぜひ見に来てください
104,第18回小中学生ロボコン展示会,"第18回小中学生ロボコン展示会,ロボット,パビリオン",10:00,27,電気通信大学知能機械工学科ロボメカ工房,7時間,"東5号館2階,3階",,./data/img/23_robo.png,普段見ることのできないロボットが数多く展示されています！　ロボットに興味がある人ぜひ見に来てください
